,start_time,ambient_temperature,battery_id,test_id,uid,filename,cycle_number
3814,[2009. 8. 23. 0. 20. 41.046],24,B0034,453,3815,03815.csv,184
3816,[2009. 8. 23. 4. 12. 36.468],24,B0034,455,3817,03817.csv,185
3818,[2009. 8. 23. 8. 4. 19.531],24,B0034,457,3819,03819.csv,186
3821,[2009. 8. 23. 12. 32. 3.093],24,B0034,460,3822,03822.csv,187
3824,[2009. 8. 23. 16. 59. 46.156],24,B0034,463,3825,03825.csv,188
3826,[2009. 8. 23. 20. 51. 14.890],24,B0034,465,3827,03827.csv,189
3828,[2009. 8. 24. 0. 42. 30.015],24,B0034,467,3829,03829.csv,190
3830,[2009. 8. 24. 4. 33. 32.734],24,B0034,469,3831,03831.csv,191
3833,[2009. 8. 24. 9. 0. 42.171],24,B0034,472,3834,03834.csv,192
3836,[2009. 8. 24. 13. 28. 37.031],24,B0034,475,3837,03837.csv,193
3838,[2009. 8. 24. 17. 20. 29.984],24,B0034,477,3839,03839.csv,194
3840,[2009. 8. 24. 21. 11. 46.656],24,B0034,479,3841,03841.csv,195
3842,[2009. 8. 25. 1. 2. 37.531],24,B0034,481,3843,03843.csv,196
3845,[2009. 8. 25. 5. 29. 20.390],24,B0034,484,3846,03846.csv,197
3849,[2009. 6. 19. 18. 25. 58.640],24,B0036,2,3850,03850.csv,1
3852,[2009. 6. 19. 22. 58. 30.843],24,B0036,5,3853,03853.csv,2
3854,[2009. 6. 20. 2. 55. 25.265],24,B0036,7,3855,03855.csv,3
3856,[2009. 6. 20. 6. 51. 23.171],24,B0036,9,3857,03857.csv,4
3858,[2009. 6. 20. 10. 46. 8.984],24,B0036,11,3859,03859.csv,5
3861,[2009. 6. 20. 15. 18. 25.765],24,B0036,14,3862,03862.csv,6
3864,[2009. 6. 20. 19. 50. 37.765],24,B0036,17,3865,03865.csv,7
3866,[2009. 6. 20. 23. 47. 6.421],24,B0036,19,3867,03867.csv,8
3868,[2009. 6. 21. 3. 43. 37.421],24,B0036,21,3869,03869.csv,9
3870,[2009. 6. 21. 7. 40. 1.625],24,B0036,23,3871,03871.csv,10
3873,[2009. 6. 21. 12. 12. 7.046],24,B0036,26,3874,03874.csv,11
3876,[2009. 6. 21. 16. 44. 12.312],24,B0036,29,3877,03877.csv,12
3878,[2009. 6. 21. 20. 40. 28.906],24,B0036,31,3879,03879.csv,13
3880,[2009. 6. 22. 0. 36. 42.578],24,B0036,33,3881,03881.csv,14
3882,[2009. 6. 22. 4. 32. 51.750],24,B0036,35,3883,03883.csv,15
3885,[2009. 6. 22. 9. 4. 49.718],24,B0036,38,3886,03886.csv,16
3888,[2009. 6. 22. 13. 36. 56.609],24,B0036,41,3889,03889.csv,17
3890,[2009. 6. 22. 17. 33. 30.843],24,B0036,43,3891,03891.csv,18
3892,[2009. 6. 22. 21. 29. 47.796],24,B0036,45,3893,03893.csv,19
3894,[2009. 6. 23. 1. 25. 50.515],24,B0036,47,3895,03895.csv,20
3897,[2009. 6. 23. 5. 57. 28.093],24,B0036,50,3898,03898.csv,21
3901,[2009. 6. 26. 17. 0. 29.625],24,B0036,54,3902,03902.csv,22
3904,[2009. 6. 26. 21. 28. 1.531],24,B0036,57,3905,03905.csv,23
3906,[2009. 6. 27. 1. 23. 59.218],24,B0036,59,3907,03907.csv,24
3908,[2009. 6. 27. 5. 20. 35.984],24,B0036,61,3909,03909.csv,25
3910,[2009. 6. 27. 9. 17. 4.250],24,B0036,63,3911,03911.csv,26
3913,[2009. 6. 27. 13. 49. 9.515],24,B0036,66,3914,03914.csv,27
3916,[2009. 6. 27. 18. 21. 18.234],24,B0036,69,3917,03917.csv,28
3918,[2009. 6. 27. 22. 17. 17.406],24,B0036,71,3919,03919.csv,29
3920,[2009. 6. 28. 2. 13. 30.812],24,B0036,73,3921,03921.csv,30
3922,[2009. 6. 28. 6. 9. 35.093],24,B0036,75,3923,03923.csv,31
3925,[2009. 6. 28. 10. 41. 7.187],24,B0036,78,3926,03926.csv,32
3928,[2009. 6. 28. 15. 12. 50.796],24,B0036,81,3929,03929.csv,33
3930,[2009. 6. 28. 19. 8. 0.671],24,B0036,83,3931,03931.csv,34
3932,[2009. 6. 28. 23. 2. 27.281],24,B0036,85,3933,03933.csv,35
3934,[2009. 6. 29. 2. 58. 13.109],24,B0036,87,3935,03935.csv,36
3937,[2009. 6. 29. 7. 29. 18.390],24,B0036,90,3938,03938.csv,37
3940,[2009. 6. 29. 12. 1. 7.828],24,B0036,93,3941,03941.csv,38
3942,[2009. 6. 29. 15. 54. 32.859],24,B0036,95,3943,03943.csv,39
3944,[2009. 6. 29. 19. 45. 14.390],24,B0036,97,3945,03945.csv,40
3946,[2009. 6. 29. 23. 38. 55.953],24,B0036,99,3947,03947.csv,41
3949,[2009. 6. 30. 4. 6. 30.343],24,B0036,102,3950,03950.csv,42
3953,[2009. 7. 1. 12. 45. 34.265],24,B0036,106,3954,03954.csv,43
3956,[2009. 7. 1. 17. 13. 7.140],24,B0036,109,3957,03957.csv,44
3958,[2009. 7. 1. 21. 4. 46.796],24,B0036,111,3959,03959.csv,45
3961,[2009. 7. 14. 17. 52. 0.531],24,B0036,114,3962,03962.csv,46
3964,[2009. 7. 14. 22. 18. 36.765],24,B0036,117,3965,03965.csv,47
3966,[2009. 7. 15. 2. 10. 47.203],24,B0036,119,3967,03967.csv,48
3968,[2009. 7. 15. 6. 3. 37.218],24,B0036,121,3969,03969.csv,49
3970,[2009. 7. 15. 9. 59. 39.609],24,B0036,123,3971,03971.csv,50
3973,[2009. 7. 15. 14. 28. 16.687],24,B0036,126,3974,03974.csv,51
3976,[2009. 7. 15. 18. 55. 33.765],24,B0036,129,3977,03977.csv,52
3978,[2009. 7. 15. 22. 47. 13.640],24,B0036,131,3979,03979.csv,53
3980,[2009. 7. 16. 2. 39. 19.406],24,B0036,133,3981,03981.csv,54
3982,[2009. 7. 16. 6. 31. 53.453],24,B0036,135,3983,03983.csv,55
3985,[2009. 7. 16. 10. 59. 21.234],24,B0036,138,3986,03986.csv,56
3988,[2009. 7. 16. 15. 30. 28.000],24,B0036,141,3989,03989.csv,57
3990,[2009. 7. 16. 19. 20. 31.781],24,B0036,143,3991,03991.csv,58
3992,[2009. 7. 16. 23. 12. 40.484],24,B0036,145,3993,03993.csv,59
3994,[2009. 7. 17. 3. 4. 30.531],24,B0036,147,3995,03995.csv,60
3997,[2009. 7. 17. 7. 32. 9.640],24,B0036,150,3998,03998.csv,61
4000,[2009. 7. 17. 12. 2. 59.515],24,B0036,153,4001,04001.csv,62
4002,[2009. 7. 17. 15. 54. 10.468],24,B0036,155,4003,04003.csv,63
4004,[2009. 7. 17. 19. 43. 16.218],24,B0036,157,4005,04005.csv,64
4006,[2009. 7. 17. 23. 34. 22.421],24,B0036,159,4007,04007.csv,65
4009,[2009. 7. 18. 4. 1. 49.984],24,B0036,162,4010,04010.csv,66
4013,[2009. 7. 23. 11. 55. 21.953],24,B0036,166,4014,04014.csv,67
4016,[2009. 7. 23. 16. 23. 40.343],24,B0036,169,4017,04017.csv,68
4018,[2009. 7. 23. 20. 13. 45.296],24,B0036,171,4019,04019.csv,69
4020,[2009. 7. 24. 0. 5. 23.906],24,B0036,173,4021,04021.csv,70
4022,[2009. 7. 24. 3. 56. 50.546],24,B0036,175,4023,04023.csv,71
4025,[2009. 7. 24. 8. 24. 55.609],24,B0036,178,4026,04026.csv,72
4028,[2009. 7. 24. 12. 55. 11.375],24,B0036,181,4029,04029.csv,73
4030,[2009. 7. 24. 16. 40. 21.187],24,B0036,183,4031,04031.csv,74
4032,[2009. 7. 24. 20. 29. 43.093],24,B0036,185,4033,04033.csv,75
4034,[2009. 7. 25. 0. 21. 50.109],24,B0036,187,4035,04035.csv,76
4037,[2009. 7. 25. 4. 49. 26.625],24,B0036,190,4038,04038.csv,77
4040,[2009. 7. 25. 9. 20. 20.984],24,B0036,193,4041,04041.csv,78
4042,[2009. 7. 25. 13. 13. 17.203],24,B0036,195,4043,04043.csv,79
4044,[2009. 7. 25. 17. 6. 32.296],24,B0036,197,4045,04045.csv,80
4046,[2009. 7. 25. 21. 0. 19.875],24,B0036,199,4047,04047.csv,81
4049,[2009. 7. 26. 1. 30. 15.437],24,B0036,202,4050,04050.csv,82
4052,[2009. 7. 26. 6. 0. 25.062],24,B0036,205,4053,04053.csv,83
4054,[2009. 7. 26. 9. 54. 53.843],24,B0036,207,4055,04055.csv,84
4056,[2009. 7. 26. 13. 48. 59.140],24,B0036,209,4057,04057.csv,85
4058,[2009. 7. 26. 17. 42. 54.921],24,B0036,211,4059,04059.csv,86
4061,[2009. 7. 26. 22. 12. 41.312],24,B0036,214,4062,04062.csv,87
4064,[2009. 7. 27. 2. 43. 12.750],24,B0036,217,4065,04065.csv,88
4066,[2009. 7. 27. 6. 36. 51.968],24,B0036,219,4067,04067.csv,89
4068,[2009. 7. 27. 10. 30. 25.593],24,B0036,221,4069,04069.csv,90
4070,[2009. 7. 27. 14. 23. 4.968],24,B0036,223,4071,04071.csv,91
4073,[2009. 7. 27. 18. 50. 36.250],24,B0036,226,4074,04074.csv,92
4076,[2009. 7. 27. 23. 21. 6.125],24,B0036,229,4077,04077.csv,93
4078,[2009. 7. 28. 3. 14. 13.296],24,B0036,231,4079,04079.csv,94
4080,[2009. 7. 28. 7. 8. 23.984],24,B0036,233,4081,04081.csv,95
4082,[2009. 7. 28. 11. 2. 51.093],24,B0036,235,4083,04083.csv,96
4085,[2009. 7. 28. 15. 32. 40.171],24,B0036,238,4086,04086.csv,97
4088,[2009. 7. 28. 20. 2. 28.625],24,B0036,241,4089,04089.csv,98
4090,[2009. 7. 28. 23. 55. 8.765],24,B0036,243,4091,04091.csv,99
4092,[2009. 7. 29. 3. 48. 56.265],24,B0036,245,4093,04093.csv,100
4094,[2009. 7. 29. 7. 42. 54.859],24,B0036,247,4095,04095.csv,101
4097,[2009. 7. 29. 12. 13. 5.843],24,B0036,250,4098,04098.csv,102
4100,[2009. 7. 29. 16. 43. 31.062],24,B0036,253,4101,04101.csv,103
4102,[2009. 7. 29. 20. 33. 51.328],24,B0036,255,4103,04103.csv,104
4104,[2009. 7. 30. 0. 26. 46.296],24,B0036,257,4105,04105.csv,105
4106,[2009. 7. 30. 4. 20. 49.968],24,B0036,259,4107,04107.csv,106
4109,[2009. 7. 30. 8. 50. 38.578],24,B0036,262,4110,04110.csv,107
4112,[2009. 7. 30. 13. 20. 56.406],24,B0036,265,4113,04113.csv,108
4114,[2009. 7. 30. 17. 11. 57.546],24,B0036,267,4115,04115.csv,109
4116,[2009. 7. 30. 21. 2. 14.578],24,B0036,269,4117,04117.csv,110
4118,[2009. 7. 31. 0. 55. 17.093],24,B0036,271,4119,04119.csv,111
4121,[2009. 7. 31. 5. 24. 22.937],24,B0036,274,4122,04122.csv,112
4124,[2009. 7. 31. 9. 54. 14.234],24,B0036,277,4125,04125.csv,113
4127,[2009. 7. 31. 17. 33. 22.078],24,B0036,280,4128,04128.csv,114
4130,[2009. 7. 31. 21. 55. 46.796],24,B0036,283,4131,04131.csv,115
4132,[2009. 8. 1. 1. 47. 4.312],24,B0036,285,4133,04133.csv,116
4134,[2009. 8. 1. 5. 39. 0.312],24,B0036,287,4135,04135.csv,117
4136,[2009. 8. 1. 9. 32. 45.984],24,B0036,289,4137,04137.csv,118
4139,[2009. 8. 1. 14. 1. 25.312],24,B0036,292,4140,04140.csv,119
4142,[2009. 8. 1. 18. 30. 44.968],24,B0036,295,4143,04143.csv,120
4144,[2009. 8. 1. 22. 22. 34.843],24,B0036,297,4145,04145.csv,121
4146,[2009. 8. 2. 2. 15. 9.171],24,B0036,299,4147,04147.csv,122
4148,[2009. 8. 2. 6. 8. 41.656],24,B0036,301,4149,04149.csv,123
4151,[2009. 8. 2. 10. 37. 58.593],24,B0036,304,4152,04152.csv,124
4154,[2009. 8. 2. 15. 7. 18.093],24,B0036,307,4155,04155.csv,125
4156,[2009. 8. 2. 19. 0. 39.468],24,B0036,309,4157,04157.csv,126
4158,[2009. 8. 2. 22. 53. 43.218],24,B0036,311,4159,04159.csv,127
4160,[2009. 8. 3. 2. 47. 0.515],24,B0036,313,4161,04161.csv,128
4163,[2009. 8. 3. 7. 16. 4.218],24,B0036,316,4164,04164.csv,129
4166,[2009. 8. 3. 11. 45. 39.265],24,B0036,319,4167,04167.csv,130
4168,[2009. 8. 3. 15. 36. 25.093],24,B0036,321,4169,04169.csv,131
4170,[2009. 8. 3. 19. 30. 6.687],24,B0036,323,4171,04171.csv,132
4172,[2009. 8. 3. 23. 23. 20.781],24,B0036,325,4173,04173.csv,133
4175,[2009. 8. 4. 3. 52. 16.765],24,B0036,328,4176,04176.csv,134
4179,[2009. 8. 5. 12. 16. 5.781],24,B0036,332,4180,04180.csv,135
4182,[2009. 8. 5. 16. 45. 40.718],24,B0036,335,4183,04183.csv,136
4184,[2009. 8. 5. 20. 37. 9.671],24,B0036,337,4185,04185.csv,137
4186,[2009. 8. 6. 0. 30. 42.343],24,B0036,339,4187,04187.csv,138
4188,[2009. 8. 6. 4. 24. 5.078],24,B0036,341,4189,04189.csv,139
4191,[2009. 8. 6. 8. 50. 10.984],24,B0036,344,4192,04192.csv,140
4194,[2009. 8. 6. 13. 17. 4.312],24,B0036,347,4195,04195.csv,141
4196,[2009. 8. 6. 17. 5. 18.687],24,B0036,349,4197,04197.csv,142
4198,[2009. 8. 6. 20. 52. 26.765],24,B0036,351,4199,04199.csv,143
4200,[2009. 8. 7. 0. 40. 51.984],24,B0036,353,4201,04201.csv,144
4203,[2009. 8. 7. 5. 7. 21.093],24,B0036,356,4204,04204.csv,145
4206,[2009. 8. 7. 9. 35. 47.859],24,B0036,359,4207,04207.csv,146
4208,[2009. 8. 7. 13. 23. 52.437],24,B0036,361,4209,04209.csv,147
4210,[2009. 8. 7. 17. 12. 32.781],24,B0036,363,4211,04211.csv,148
4212,[2009. 8. 7. 21. 5. 28.578],24,B0036,365,4213,04213.csv,149
4215,[2009. 8. 8. 1. 33. 53.015],24,B0036,368,4216,04216.csv,150
4218,[2009. 8. 8. 6. 2. 11.484],24,B0036,371,4219,04219.csv,151
4220,[2009. 8. 8. 9. 54. 44.140],24,B0036,373,4221,04221.csv,152
4222,[2009. 8. 8. 13. 47. 5.281],24,B0036,375,4223,04223.csv,153
4224,[2009. 8. 8. 17. 39. 14.687],24,B0036,377,4225,04225.csv,154
4227,[2009. 8. 8. 22. 7. 14.500],24,B0036,380,4228,04228.csv,155
4231,[2009. 8. 17. 14. 36. 33.453],24,B0036,384,4232,04232.csv,156
4234,[2009. 8. 17. 19. 6. 48.687],24,B0036,387,4235,04235.csv,157
4236,[2009. 8. 17. 22. 59. 22.265],24,B0036,389,4237,04237.csv,158
4238,[2009. 8. 18. 2. 53. 20.906],24,B0036,391,4239,04239.csv,159
4240,[2009. 8. 18. 6. 47. 7.906],24,B0036,393,4241,04241.csv,160
4243,[2009. 8. 18. 11. 16. 57.750],24,B0036,396,4244,04244.csv,161
4246,[2009. 8. 18. 15. 46. 59.359],24,B0036,399,4247,04247.csv,162
4248,[2009. 8. 18. 19. 37. 31.843],24,B0036,401,4249,04249.csv,163
4250,[2009. 8. 18. 23. 30. 58.312],24,B0036,403,4251,04251.csv,164
4252,[2009. 8. 19. 3. 24. 8.890],24,B0036,405,4253,04253.csv,165
4255,[2009. 8. 19. 7. 53. 14.718],24,B0036,408,4256,04256.csv,166
4258,[2009. 8. 19. 12. 22. 31.687],24,B0036,411,4259,04259.csv,167
4260,[2009. 8. 19. 16. 15. 46.875],24,B0036,413,4261,04261.csv,168
4262,[2009. 8. 19. 20. 9. 6.890],24,B0036,415,4263,04263.csv,169
4264,[2009. 8. 20. 0. 2. 2.593],24,B0036,417,4265,04265.csv,170
4267,[2009. 8. 20. 4. 30. 50.218],24,B0036,420,4268,04268.csv,171
4270,[2009. 8. 20. 8. 59. 28.296],24,B0036,423,4271,04271.csv,172
4272,[2009. 8. 20. 12. 52. 27.468],24,B0036,425,4273,04273.csv,173
4274,[2009. 8. 20. 16. 43. 8.046],24,B0036,427,4275,04275.csv,174
4276,[2009. 8. 20. 20. 33. 39.812],24,B0036,429,4277,04277.csv,175
4279,[2009. 8. 21. 1. 2. 8.109],24,B0036,432,4280,04280.csv,176
4283,[2009. 8. 21. 19. 26. 46.671],24,B0036,436,4284,04284.csv,177
4286,[2009. 8. 21. 23. 55. 20.484],24,B0036,439,4287,04287.csv,178
4288,[2009. 8. 22. 3. 47. 50.937],24,B0036,441,4289,04289.csv,179
4290,[2009. 8. 22. 7. 40. 9.781],24,B0036,443,4291,04291.csv,180
4292,[2009. 8. 22. 11. 32. 21.015],24,B0036,445,4293,04293.csv,181
4295,[2009. 8. 22. 16. 0. 27.859],24,B0036,448,4296,04296.csv,182
4298,[2009. 8. 22. 20. 28. 32.062],24,B0036,451,4299,04299.csv,183
4300,[2009. 8. 23. 0. 20. 41.046],24,B0036,453,4301,04301.csv,184
4302,[2009. 8. 23. 4. 12. 36.468],24,B0036,455,4303,04303.csv,185
4304,[2009. 8. 23. 8. 4. 19.531],24,B0036,457,4305,04305.csv,186
4307,[2009. 8. 23. 12. 32. 3.093],24,B0036,460,4308,04308.csv,187
4310,[2009. 8. 23. 16. 59. 46.156],24,B0036,463,4311,04311.csv,188
4312,[2009. 8. 23. 20. 51. 14.890],24,B0036,465,4313,04313.csv,189
4314,[2009. 8. 24. 0. 42. 30.015],24,B0036,467,4315,04315.csv,190
4316,[2009. 8. 24. 4. 33. 32.734],24,B0036,469,4317,04317.csv,191
4319,[2009. 8. 24. 9. 0. 42.171],24,B0036,472,4320,04320.csv,192
4322,[2009. 8. 24. 13. 28. 37.031],24,B0036,475,4323,04323.csv,193
4324,[2009. 8. 24. 17. 20. 29.984],24,B0036,477,4325,04325.csv,194
4326,[2009. 8. 24. 21. 11. 46.656],24,B0036,479,4327,04327.csv,195
4328,[2009. 8. 25. 1. 2. 37.531],24,B0036,481,4329,04329.csv,196
4331,[2009. 8. 25. 5. 29. 20.390],24,B0036,484,4332,04332.csv,197
4335,[2010. 4. 14. 17. 37. 11.265],24,B0038,2,4336,04336.csv,1
4338,[2010. 4. 14. 21. 36. 20.609],24,B0038,5,4339,04339.csv,2
4340,[2010. 4. 15. 1. 3. 31.015],24,B0038,7,4341,04341.csv,3
4342,[2010. 4. 15. 4. 30. 29.515],24,B0038,9,4343,04343.csv,4
4344,[2010. 4. 15. 7. 57. 17.515],24,B0038,11,4345,04345.csv,5
4347,[2010. 4. 15. 11. 59. 29.078],24,B0038,14,4348,04348.csv,6
4351,[2010. 4. 16. 13. 11. 35.703],24,B0038,18,4352,04352.csv,7
4354,[2010. 4. 16. 17. 13. 49.265],24,B0038,21,4355,04355.csv,8
4356,[2010. 4. 16. 20. 40. 1.750],24,B0038,23,4357,04357.csv,9
4358,[2010. 4. 17. 0. 5. 52.375],24,B0038,25,4359,04359.csv,10
4360,[2010. 4. 17. 3. 31. 41.546],24,B0038,27,4361,04361.csv,11
4363,[2010. 4. 17. 7. 33. 0.031],24,B0038,30,4364,04364.csv,12
4367,[2010. 4. 21. 16. 15. 8.890],44,B0038,34,4368,04368.csv,13
4370,[2010. 4. 21. 21. 20. 8.062],44,B0038,37,4371,04371.csv,14
4372,[2010. 4. 22. 1. 48. 2.578],44,B0038,39,4373,04373.csv,15
4374,[2010. 4. 22. 6. 21. 26.218],44,B0038,41,4375,04375.csv,16
4376,[2010. 4. 22. 10. 49. 53.203],44,B0038,43,4377,04377.csv,17
4379,[2010. 4. 22. 15. 55. 5.187],44,B0038,46,4380,04380.csv,18
4383,[2010. 4. 23. 19. 17. 17.953],44,B0038,50,4384,04384.csv,19
4386,[2010. 4. 24. 0. 21. 39.015],44,B0038,53,4387,04387.csv,20
4388,[2010. 4. 24. 4. 49. 39.921],44,B0038,55,4389,04389.csv,21
4390,[2010. 4. 24. 9. 18. 11.328],44,B0038,57,4391,04391.csv,22
4392,[2010. 4. 24. 13. 47. 11.187],44,B0038,59,4393,04393.csv,23
4395,[2010. 4. 24. 18. 50. 52.015],44,B0038,62,4396,04396.csv,24
4398,[2010. 4. 24. 23. 56. 1.906],44,B0038,65,4399,04399.csv,25
4400,[2010. 4. 25. 4. 24. 28.203],44,B0038,67,4401,04401.csv,26
4402,[2010. 4. 25. 8. 52. 42.531],44,B0038,69,4403,04403.csv,27
4404,[2010. 4. 25. 13. 21. 18.453],44,B0038,71,4405,04405.csv,28
4407,[2010. 4. 25. 18. 26. 16.593],44,B0038,74,4408,04408.csv,29
4410,[2010. 4. 25. 23. 32. 0.531],44,B0038,77,4411,04411.csv,30
4412,[2010. 4. 26. 4. 9. 40.156],44,B0038,79,4413,04413.csv,31
4414,[2010. 4. 26. 8. 40. 56.187],44,B0038,81,4415,04415.csv,32
4416,[2010. 4. 26. 13. 10. 50.468],44,B0038,83,4417,04417.csv,33
4419,[2010. 4. 26. 18. 16. 51.140],44,B0038,86,4420,04420.csv,34
4422,[2010. 4. 26. 23. 25. 3.734],44,B0038,89,4423,04423.csv,35
4424,[2010. 4. 27. 3. 55. 37.234],44,B0038,91,4425,04425.csv,36
4426,[2010. 4. 27. 8. 25. 55.031],44,B0038,93,4427,04427.csv,37
4428,[2010. 4. 27. 12. 57. 30.421],44,B0038,95,4429,04429.csv,38
4431,[2010. 4. 27. 18. 9. 3.375],44,B0038,98,4432,04432.csv,39
4435,[2010. 4. 28. 14. 52. 55.562],44,B0038,102,4436,04436.csv,40
4438,[2010. 4. 28. 19. 0. 20.687],44,B0038,105,4439,04439.csv,41
4440,[2010. 4. 28. 22. 31. 34.312],44,B0038,107,4441,04441.csv,42
4442,[2010. 4. 29. 2. 2. 38.281],44,B0038,109,4443,04443.csv,43
4444,[2010. 4. 29. 5. 33. 24.531],44,B0038,111,4445,04445.csv,44
4447,[2010. 4. 29. 9. 40. 47.281],44,B0038,114,4448,04448.csv,45
4451,[2010. 5. 4. 14. 24. 3.921],44,B0038,118,4452,04452.csv,46
4454,[2010. 5. 4. 17. 52. 57.984],44,B0038,121,4455,04455.csv,47
4457,[2010. 4. 14. 17. 37. 11.265],24,B0039,2,4458,04458.csv,1
4460,[2010. 4. 14. 21. 36. 20.609],24,B0039,5,4461,04461.csv,2
4462,[2010. 4. 15. 1. 3. 31.015],24,B0039,7,4463,04463.csv,3
4464,[2010. 4. 15. 4. 30. 29.515],24,B0039,9,4465,04465.csv,4
4466,[2010. 4. 15. 7. 57. 17.515],24,B0039,11,4467,04467.csv,5
4469,[2010. 4. 15. 11. 59. 29.078],24,B0039,14,4470,04470.csv,6
4473,[2010. 4. 16. 13. 11. 35.703],24,B0039,18,4474,04474.csv,7
4476,[2010. 4. 16. 17. 13. 49.265],24,B0039,21,4477,04477.csv,8
4478,[2010. 4. 16. 20. 40. 1.750],24,B0039,23,4479,04479.csv,9
4480,[2010. 4. 17. 0. 5. 52.375],24,B0039,25,4481,04481.csv,10
4482,[2010. 4. 17. 3. 31. 41.546],24,B0039,27,4483,04483.csv,11
4485,[2010. 4. 17. 7. 33. 0.031],24,B0039,30,4486,04486.csv,12
4489,[2010. 4. 21. 16. 15. 8.890],44,B0039,34,4490,04490.csv,13
4492,[2010. 4. 21. 21. 20. 8.062],44,B0039,37,4493,04493.csv,14
4494,[2010. 4. 22. 1. 48. 2.578],44,B0039,39,4495,04495.csv,15
4496,[2010. 4. 22. 6. 21. 26.218],44,B0039,41,4497,04497.csv,16
4498,[2010. 4. 22. 10. 49. 53.203],44,B0039,43,4499,04499.csv,17
4501,[2010. 4. 22. 15. 55. 5.187],44,B0039,46,4502,04502.csv,18
4505,[2010. 4. 23. 19. 17. 17.953],44,B0039,50,4506,04506.csv,19
4508,[2010. 4. 24. 0. 21. 39.015],44,B0039,53,4509,04509.csv,20
4510,[2010. 4. 24. 4. 49. 39.921],44,B0039,55,4511,04511.csv,21
4512,[2010. 4. 24. 9. 18. 11.328],44,B0039,57,4513,04513.csv,22
4514,[2010. 4. 24. 13. 47. 11.187],44,B0039,59,4515,04515.csv,23
4517,[2010. 4. 24. 18. 50. 52.015],44,B0039,62,4518,04518.csv,24
4520,[2010. 4. 24. 23. 56. 1.906],44,B0039,65,4521,04521.csv,25
4522,[2010. 4. 25. 4. 24. 28.203],44,B0039,67,4523,04523.csv,26
4524,[2010. 4. 25. 8. 52. 42.531],44,B0039,69,4525,04525.csv,27
4526,[2010. 4. 25. 13. 21. 18.453],44,B0039,71,4527,04527.csv,28
4529,[2010. 4. 25. 18. 26. 16.593],44,B0039,74,4530,04530.csv,29
4532,[2010. 4. 25. 23. 32. 0.531],44,B0039,77,4533,04533.csv,30
4534,[2010. 4. 26. 4. 9. 40.156],44,B0039,79,4535,04535.csv,31
4536,[2010. 4. 26. 8. 40. 56.187],44,B0039,81,4537,04537.csv,32
4538,[2010. 4. 26. 13. 10. 50.468],44,B0039,83,4539,04539.csv,33
4541,[2010. 4. 26. 18. 16. 51.140],44,B0039,86,4542,04542.csv,34
4544,[2010. 4. 26. 23. 25. 3.734],44,B0039,89,4545,04545.csv,35
4546,[2010. 4. 27. 3. 55. 37.234],44,B0039,91,4547,04547.csv,36
4548,[2010. 4. 27. 8. 25. 55.031],44,B0039,93,4549,04549.csv,37
4550,[2010. 4. 27. 12. 57. 30.421],44,B0039,95,4551,04551.csv,38
4553,[2010. 4. 27. 18. 9. 3.375],44,B0039,98,4554,04554.csv,39
4557,[2010. 4. 28. 14. 52. 55.562],44,B0039,102,4558,04558.csv,40
4560,[2010. 4. 28. 19. 0. 20.687],44,B0039,105,4561,04561.csv,41
4562,[2010. 4. 28. 22. 31. 34.312],44,B0039,107,4563,04563.csv,42
4564,[2010. 4. 29. 2. 2. 38.281],44,B0039,109,4565,04565.csv,43
4566,[2010. 4. 29. 5. 33. 24.531],44,B0039,111,4567,04567.csv,44
4569,[2010. 4. 29. 9. 40. 47.281],44,B0039,114,4570,04570.csv,45
4573,[2010. 5. 4. 14. 24. 3.921],44,B0039,118,4574,04574.csv,46
4576,[2010. 5. 4. 17. 52. 57.984],44,B0039,121,4577,04577.csv,47
4579,[2010. 4. 14. 17. 37. 11.265],24,B0040,2,4580,04580.csv,1
4582,[2010. 4. 14. 21. 36. 20.609],24,B0040,5,4583,04583.csv,2
4584,[2010. 4. 15. 1. 3. 31.015],24,B0040,7,4585,04585.csv,3
4586,[2010. 4. 15. 4. 30. 29.515],24,B0040,9,4587,04587.csv,4
4588,[2010. 4. 15. 7. 57. 17.515],24,B0040,11,4589,04589.csv,5
4591,[2010. 4. 15. 11. 59. 29.078],24,B0040,14,4592,04592.csv,6
4595,[2010. 4. 16. 13. 11. 35.703],24,B0040,18,4596,04596.csv,7
4598,[2010. 4. 16. 17. 13. 49.265],24,B0040,21,4599,04599.csv,8
4600,[2010. 4. 16. 20. 40. 1.750],24,B0040,23,4601,04601.csv,9
4602,[2010. 4. 17. 0. 5. 52.375],24,B0040,25,4603,04603.csv,10
4604,[2010. 4. 17. 3. 31. 41.546],24,B0040,27,4605,04605.csv,11
4607,[2010. 4. 17. 7. 33. 0.031],24,B0040,30,4608,04608.csv,12
4611,[2010. 4. 21. 16. 15. 8.890],44,B0040,34,4612,04612.csv,13
4614,[2010. 4. 21. 21. 20. 8.062],44,B0040,37,4615,04615.csv,14
4616,[2010. 4. 22. 1. 48. 2.578],44,B0040,39,4617,04617.csv,15
4618,[2010. 4. 22. 6. 21. 26.218],44,B0040,41,4619,04619.csv,16
4620,[2010. 4. 22. 10. 49. 53.203],44,B0040,43,4621,04621.csv,17
4623,[2010. 4. 22. 15. 55. 5.187],44,B0040,46,4624,04624.csv,18
4627,[2010. 4. 23. 19. 17. 17.953],44,B0040,50,4628,04628.csv,19
