,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,cycle_number
1018,[2008. 5. 14. 14. 35. 22.515],24,B0006,402,1019,01019.csv,1.3736814238195123,113
1022,[2008. 5. 14. 19. 31. 39.390],24,B0006,406,1023,01023.csv,1.3786059891863676,114
1026,[2008. 5. 15. 0. 27. 55.625],24,B0006,410,1027,01027.csv,1.3737600299108574,115
1030,[2008. 5. 15. 5. 24. 4.890],24,B0006,414,1031,01031.csv,1.3682580583942712,116
1034,[2008. 5. 15. 10. 20. 3.875],24,B0006,418,1035,01035.csv,1.3633024037317505,117
1038,[2008. 5. 15. 15. 10. 59.437],24,B0006,422,1039,01039.csv,1.35809661401726,118
1042,[2008. 5. 15. 19. 56. 47.390],24,B0006,426,1043,01043.csv,1.353269090999531,119
1046,[2008. 5. 16. 16. 54. 59.812],24,B0006,430,1047,01047.csv,1.3841605738237488,120
1048,[2008. 5. 16. 21. 37. 39.671],24,B0006,432,1049,01049.csv,1.4051467790651473,121
1052,[2008. 5. 17. 2. 32. 13.968],24,B0006,436,1053,01053.csv,1.378719022627353,122
1056,[2008. 5. 17. 7. 25. 19.906],24,B0006,440,1057,01057.csv,1.3682657783199066,123
1060,[2008. 5. 17. 12. 21. 15.890],24,B0006,444,1061,01061.csv,1.3573151296618016,124
1064,[2008. 5. 17. 17. 15. 37.281],24,B0006,448,1065,01065.csv,1.3524934638801596,125
1068,[2008. 5. 17. 22. 10. 51.218],24,B0006,452,1069,01069.csv,1.3474099151661236,126
1072,[2008. 5. 18. 3. 5. 19.265],24,B0006,456,1073,01073.csv,1.3370075130842318,127
1076,[2008. 5. 18. 8. 0. 50.421],24,B0006,460,1077,01077.csv,1.3312352966718526,128
1080,[2008. 5. 18. 12. 44. 48.437],24,B0006,464,1081,01081.csv,1.3259303781727645,129
1084,[2008. 5. 18. 17. 36. 29.734],24,B0006,468,1085,01085.csv,1.321578743867529,130
1088,[2008. 5. 18. 22. 31. 45.515],24,B0006,472,1089,01089.csv,1.321225074066109,131
1092,[2008. 5. 19. 3. 27. 7.765],24,B0006,476,1093,01093.csv,1.3156485301862682,132
1096,[2008. 5. 19. 15. 34. 33.625],24,B0006,480,1097,01097.csv,1.3209025697502388,133
1098,[2008. 5. 19. 20. 59. 48.437],24,B0006,482,1099,01099.csv,1.3474328767273906,134
1100,[2008. 5. 20. 1. 16. 42.609],24,B0006,484,1101,01101.csv,1.3260128072353616,135
1104,[2008. 5. 20. 6. 12. 6.265],24,B0006,488,1105,01105.csv,1.3101186784831065,136
1108,[2008. 5. 20. 11. 7. 23.453],24,B0006,492,1109,01109.csv,1.30521620229393,137
1112,[2008. 5. 20. 15. 57. 27.312],24,B0006,496,1113,01113.csv,1.3004061951355774,138
1116,[2008. 5. 20. 20. 50. 39.015],24,B0006,500,1117,01117.csv,1.300235735841116,139
1120,[2008. 5. 21. 1. 39. 38.968],24,B0006,504,1121,01121.csv,1.2895066722480757,140
1124,[2008. 5. 21. 6. 24. 27.281],24,B0006,508,1125,01125.csv,1.279253057384795,141
1128,[2008. 5. 21. 11. 18. 6.015],24,B0006,512,1129,01129.csv,1.2792078171714618,142
1132,[2008. 5. 21. 16. 10. 21.203],24,B0006,516,1133,01133.csv,1.274036760902923,143
1136,[2008. 5. 21. 21. 2. 9.781],24,B0006,520,1137,01137.csv,1.2741273923001468,144
1140,[2008. 5. 22. 1. 42. 59.218],24,B0006,524,1141,01141.csv,1.263763942644078,145
1144,[2008. 5. 22. 6. 32. 40.921],24,B0006,528,1145,01145.csv,1.2581373688955233,146
1148,[2008. 5. 22. 11. 23. 22.187],24,B0006,532,1149,01149.csv,1.253259864055301,147
1152,[2008. 5. 22. 16. 17. 58.890],24,B0006,536,1153,01153.csv,1.2532313315493426,148
1156,[2008. 5. 22. 20. 59. 50.203],24,B0006,540,1157,01157.csv,1.2480874960313575,149
1160,[2008. 5. 23. 12. 13. 16.359],24,B0006,544,1161,01161.csv,1.2534354284944844,150
1163,[2008. 5. 23. 20. 14. 29.875],24,B0006,547,1164,01164.csv,1.28980487732669,151
1167,[2008. 5. 24. 1. 9. 21.562],24,B0006,551,1168,01168.csv,1.2635402021758837,152
1171,[2008. 5. 24. 6. 0. 20.156],24,B0006,555,1172,01172.csv,1.2479761706842851,153
1175,[2008. 5. 24. 10. 42. 50.484],24,B0006,559,1176,01176.csv,1.2321202877943334,154
1179,[2008. 5. 24. 15. 31. 10.593],24,B0006,563,1180,01180.csv,1.2271137666213534,155
1183,[2008. 5. 24. 20. 21. 13.437],24,B0006,567,1184,01184.csv,1.2217397581377356,156
1187,[2008. 5. 25. 1. 6. 49.828],24,B0006,571,1188,01188.csv,1.211102678915174,157
1191,[2008. 5. 25. 5. 57. 17.890],24,B0006,575,1192,01192.csv,1.2056159765131735,158
1195,[2008. 5. 25. 10. 51. 37.015],24,B0006,579,1196,01196.csv,1.2008936262717274,159
1199,[2008. 5. 25. 15. 37. 8.890],24,B0006,583,1200,01200.csv,1.1905903985558337,160
1203,[2008. 5. 25. 20. 23. 4.453],24,B0006,587,1204,01204.csv,1.185179251041941,161
1207,[2008. 5. 26. 1. 13. 2.796],24,B0006,591,1208,01208.csv,1.1796706818144624,162
1211,[2008. 5. 26. 6. 1. 8.171],24,B0006,595,1212,01212.csv,1.1745952836753917,163
1215,[2008. 5. 26. 10. 44. 38.468],24,B0006,599,1216,01216.csv,1.15381833159625,164
1219,[2008. 5. 26. 15. 30. 43.968],24,B0006,603,1220,01220.csv,1.1644009557372264,165
1223,[2008. 5. 26. 20. 21. 4.921],24,B0006,607,1224,01224.csv,1.1587974947916069,166
1227,[2008. 5. 27. 15. 52. 41.359],24,B0006,611,1228,01228.csv,1.1749748834769171,167
1229,[2008. 5. 27. 20. 45. 42.125],24,B0006,613,1230,01230.csv,1.1856752327929356,168
1233,[2008. 4. 2. 15. 25. 41.593],24,B0007,1,1234,01234.csv,1.89105229539079,1
1235,[2008. 4. 2. 19. 43. 48.406],24,B0007,3,1236,01236.csv,1.880637027686859,2
1237,[2008. 4. 3. 0. 1. 6.687],24,B0007,5,1238,01238.csv,1.8806626717011388,3
1239,[2008. 4. 3. 4. 16. 37.375],24,B0007,7,1240,01240.csv,1.8807709009833444,4
1241,[2008. 4. 3. 8. 33. 25.703],24,B0007,9,1242,01242.csv,1.8794508728285055,5
1243,[2008. 4. 3. 12. 55. 10.687],24,B0007,11,1244,01244.csv,1.8807003517117404,6
1245,[2008. 4. 3. 17. 17. 16.015],24,B0007,13,1246,01246.csv,1.8799352523566075,7
1247,[2008. 4. 3. 21. 28. 14.718],24,B0007,15,1248,01248.csv,1.88150881240388,8
1249,[2008. 4. 4. 1. 38. 15.218],24,B0007,17,1250,01250.csv,1.8696907870385844,9
1251,[2008. 4. 4. 5. 48. 8.609],24,B0007,19,1252,01252.csv,1.870052380139199,10
1253,[2008. 4. 4. 9. 57. 19.765],24,B0007,21,1254,01254.csv,1.8700442394188577,11
1256,[2008. 4. 4. 17. 56. 27.609],24,B0007,24,1257,01257.csv,1.8596518987766364,12
1258,[2008. 4. 4. 22. 1. 54.671],24,B0007,26,1259,01259.csv,1.8590746560862208,13
1260,[2008. 4. 5. 2. 20. 26.703],24,B0007,28,1261,01261.csv,1.8590084577709232,14
1262,[2008. 4. 5. 6. 25. 1.890],24,B0007,30,1263,01263.csv,1.8593622586957048,15
1264,[2008. 4. 5. 10. 30. 32.312],24,B0007,32,1265,01265.csv,1.8587355450601035,16
1266,[2008. 4. 5. 14. 34. 41.468],24,B0007,34,1267,01267.csv,1.847817291322145,17
1268,[2008. 4. 5. 18. 39. 25.218],24,B0007,36,1269,01269.csv,1.8485252916137047,18
1270,[2008. 4. 5. 22. 46. 35.484],24,B0007,38,1271,01271.csv,1.848378951850034,19
1273,[2008. 4. 18. 21. 10. 19.796],24,B0007,41,1274,01274.csv,1.8807805437609768,20
1277,[2008. 4. 19. 2. 29. 9.000],24,B0007,45,1278,01278.csv,1.88147215974436,21
1281,[2008. 4. 19. 7. 47. 15.703],24,B0007,49,1282,01282.csv,1.8810954313244783,22
1285,[2008. 4. 19. 13. 1. 42.562],24,B0007,53,1286,01286.csv,1.8710089649779995,23
1289,[2008. 4. 19. 18. 27. 29.828],24,B0007,57,1290,01290.csv,1.8701995151941373,24
1293,[2008. 4. 19. 23. 41. 55.687],24,B0007,61,1294,01294.csv,1.8706715362800983,25
1297,[2008. 4. 20. 4. 54. 41.734],24,B0007,65,1298,01298.csv,1.8596124644020169,26
1301,[2008. 4. 20. 10. 16. 28.859],24,B0007,69,1302,01302.csv,1.860033909718346,27
1305,[2008. 4. 20. 15. 37. 5.281],24,B0007,73,1306,01306.csv,1.8591653109160768,28
1309,[2008. 4. 20. 20. 50. 38.921],24,B0007,77,1310,01310.csv,1.8481398178778288,29
1313,[2008. 4. 21. 2. 15. 2.921],24,B0007,81,1314,01314.csv,1.849201702126164,30
1317,[2008. 4. 22. 15. 33. 49.875],24,B0007,85,1318,01318.csv,1.8834677437950849,31
1321,[2008. 4. 22. 20. 26. 18.921],24,B0007,89,1322,01322.csv,1.8628211117905844,32
1325,[2008. 4. 23. 1. 18. 11.796],24,B0007,93,1326,01326.csv,1.852085039652352,33
1329,[2008. 4. 23. 6. 18. 19.921],24,B0007,97,1330,01330.csv,1.8469504648208708,34
1333,[2008. 4. 23. 11. 8. 0.312],24,B0007,101,1334,01334.csv,1.836828431169018,35
1337,[2008. 4. 23. 16. 6. 25.171],24,B0007,105,1338,01338.csv,1.8371619619672277,36
1341,[2008. 4. 23. 21. 2. 58.296],24,B0007,109,1342,01342.csv,1.8316722583718852,37
1345,[2008. 4. 24. 1. 51. 33.890],24,B0007,113,1346,01346.csv,1.8211470951317783,38
1349,[2008. 4. 24. 6. 50. 0.031],24,B0007,117,1350,01350.csv,1.816506091511515,39
1353,[2008. 4. 24. 11. 49. 24.281],24,B0007,121,1354,01354.csv,1.8113815601504557,40
1357,[2008. 4. 24. 16. 45. 56.015],24,B0007,125,1358,01358.csv,1.8116056333939583,41
1361,[2008. 4. 24. 21. 38. 11.078],24,B0007,129,1362,01362.csv,1.8060548955557405,42
1365,[2008. 4. 25. 12. 3. 44.093],24,B0007,133,1366,01366.csv,1.8132041826994056,43
1367,[2008. 4. 25. 20. 3. 55.921],24,B0007,135,1368,01368.csv,1.8062641938283532,44
1371,[2008. 4. 26. 1. 4. 35.718],24,B0007,139,1372,01372.csv,1.7958310249900458,45
1375,[2008. 4. 26. 5. 57. 35.140],24,B0007,143,1376,01376.csv,1.7858852600390451,46
1379,[2008. 4. 26. 10. 58. 25.843],24,B0007,147,1380,01380.csv,1.780326860450275,47
1381,[2008. 4. 29. 12. 15. 56.953],24,B0007,149,1382,01382.csv,1.8150756899575575,48
1385,[2008. 4. 29. 17. 5. 27.781],24,B0007,153,1386,01386.csv,1.815702515484584,49
1389,[2008. 4. 29. 22. 0. 4.750],24,B0007,157,1390,01390.csv,1.800243217805667,50
1393,[2008. 4. 30. 2. 43. 55.312],24,B0007,161,1394,01394.csv,1.7904476205609308,51
1397,[2008. 4. 30. 7. 41. 42.578],24,B0007,165,1398,01398.csv,1.780343032300132,52
1401,[2008. 4. 30. 12. 28. 49.265],24,B0007,169,1402,01402.csv,1.775328769596812,53
1405,[2008. 4. 30. 17. 20. 16.140],24,B0007,173,1406,01406.csv,1.770262973473285,54
1409,[2008. 4. 30. 22. 14. 54.062],24,B0007,177,1410,01410.csv,1.760081061854204,55
1413,[2008. 5. 1. 3. 15. 33.140],24,B0007,181,1414,01414.csv,1.749647593537689,56
1417,[2008. 5. 1. 8. 16. 3.343],24,B0007,185,1418,01418.csv,1.749650075059311,57
1421,[2008. 5. 1. 13. 14. 24.875],24,B0007,189,1422,01422.csv,1.745028739214683,58
1425,[2008. 5. 1. 18. 11. 10.984],24,B0007,193,1426,01426.csv,1.739645745528673,59
1429,[2008. 5. 1. 23. 10. 15.265],24,B0007,197,1430,01430.csv,1.7285642277717963,60
1433,[2008. 5. 2. 3. 53. 34.765],24,B0007,201,1434,01434.csv,1.723900324588418,61
1437,[2008. 5. 2. 8. 44. 40.859],24,B0007,205,1438,01438.csv,1.7139788776485192,62
1441,[2008. 5. 2. 13. 43. 5.093],24,B0007,209,1442,01442.csv,1.7139701997004613,63
1445,[2008. 5. 2. 19. 7. 48.359],24,B0007,213,1446,01446.csv,1.7036521173638766,64
1447,[2008. 5. 2. 23. 24. 17.687],24,B0007,215,1448,01448.csv,1.7040137474382486,65
1451,[2008. 5. 3. 4. 13. 8.609],24,B0007,219,1452,01452.csv,1.6935716157343033,66
1455,[2008. 5. 3. 9. 10. 19.812],24,B0007,223,1456,01456.csv,1.6876577363877656,67
1459,[2008. 5. 3. 14. 4. 34.187],24,B0007,227,1460,01460.csv,1.6830744356583152,68
1463,[2008. 5. 3. 18. 58. 13.468],24,B0007,231,1464,01464.csv,1.6779270142025482,69
1467,[2008. 5. 3. 23. 42. 30.093],24,B0007,235,1468,01468.csv,1.6732060275966172,70
1471,[2008. 5. 4. 4. 41. 40.000],24,B0007,239,1472,01472.csv,1.6674367208253988,71
1475,[2008. 5. 4. 9. 40. 11.906],24,B0007,243,1476,01476.csv,1.6622662630667526,72
1479,[2008. 5. 4. 14. 38. 13.359],24,B0007,247,1480,01480.csv,1.6574243065763063,73
1483,[2008. 5. 4. 19. 37. 7.890],24,B0007,251,1484,01484.csv,1.652538684928734,74
1487,[2008. 5. 5. 0. 35. 53.968],24,B0007,255,1488,01488.csv,1.6472174627573322,75
1491,[2008. 5. 5. 5. 28. 13.937],24,B0007,259,1492,01492.csv,1.6364136810898071,76
1495,[2008. 5. 5. 11. 41. 31.500],24,B0007,263,1496,01496.csv,1.6362554312048496,77
1497,[2008. 5. 5. 20. 40. 8.562],24,B0007,265,1498,01498.csv,1.641119179218384,78
1501,[2008. 5. 6. 1. 38. 46.265],24,B0007,269,1502,01502.csv,1.6315700789656966,79
1505,[2008. 5. 6. 6. 37. 6.296],24,B0007,273,1506,01506.csv,1.621213282987236,80
1509,[2008. 5. 6. 11. 25. 21.031],24,B0007,277,1510,01510.csv,1.6164273214762122,81
1513,[2008. 5. 6. 16. 23. 36.296],24,B0007,281,1514,01514.csv,1.615823510161921,82
1517,[2008. 5. 6. 21. 21. 49.265],24,B0007,285,1518,01518.csv,1.61672418029789,83
1521,[2008. 5. 7. 2. 17. 25.156],24,B0007,289,1522,01522.csv,1.6108655863730026,84
1525,[2008. 5. 7. 7. 4. 2.109],24,B0007,293,1526,01526.csv,1.6006603374309376,85
1529,[2008. 5. 7. 12. 1. 49.906],24,B0007,297,1530,01530.csv,1.5959174487005665,86
1533,[2008. 5. 7. 16. 59. 29.937],24,B0007,301,1534,01534.csv,1.5962179519462243,87
1537,[2008. 5. 7. 21. 56. 9.656],24,B0007,305,1538,01538.csv,1.5958065114633972,88
1541,[2008. 5. 8. 2. 53. 49.937],24,B0007,309,1542,01542.csv,1.5906507821480704,89
1544,[2008. 5. 9. 12. 25. 7.000],24,B0007,312,1545,01545.csv,1.6888211161855506,90
1547,[2008. 5. 9. 20. 28. 9.734],24,B0007,315,1548,01548.csv,1.6259938279733204,91
1551,[2008. 5. 10. 1. 21. 56.500],24,B0007,319,1552,01552.csv,1.6157433862812898,92
1555,[2008. 5. 10. 6. 18. 12.000],24,B0007,323,1556,01556.csv,1.6056626764846538,93
1559,[2008. 5. 10. 11. 16. 4.843],24,B0007,327,1560,01560.csv,1.5949746921524348,94
1563,[2008. 5. 10. 16. 11. 56.109],24,B0007,331,1564,01564.csv,1.5904102438871943,95
1567,[2008. 5. 10. 21. 7. 54.625],24,B0007,335,1568,01568.csv,1.5853517062988178,96
1571,[2008. 5. 11. 2. 5. 21.796],24,B0007,339,1572,01572.csv,1.5799737147242376,97
1575,[2008. 5. 11. 6. 55. 27.734],24,B0007,343,1576,01576.csv,1.5752185465278068,98
1579,[2008. 5. 11. 11. 52. 47.187],24,B0007,347,1580,01580.csv,1.569798484648868,99
1583,[2008. 5. 11. 16. 49. 58.921],24,B0007,351,1584,01584.csv,1.5702565375950357,100
1587,[2008. 5. 11. 21. 47. 12.843],24,B0007,355,1588,01588.csv,1.565249873909438,101
1591,[2008. 5. 12. 2. 36. 58.921],24,B0007,359,1592,01592.csv,1.559633933561147,102
1595,[2008. 5. 12. 12. 56. 34.781],24,B0007,363,1596,01596.csv,1.5649820533392105,103
1598,[2008. 5. 12. 18. 59. 59.453],24,B0007,366,1599,01599.csv,1.57497949984227,104
1602,[2008. 5. 12. 23. 53. 17.609],24,B0007,370,1603,01603.csv,1.5652811168780458,105
1606,[2008. 5. 13. 4. 35. 25.359],24,B0007,374,1607,01607.csv,1.559755497470126,106
1610,[2008. 5. 13. 9. 24. 4.718],24,B0007,378,1611,01611.csv,1.549897685670499,107
1614,[2008. 5. 13. 14. 20. 24.937],24,B0007,382,1615,01615.csv,1.543877153134502,108
1618,[2008. 5. 13. 19. 4. 20.531],24,B0007,386,1619,01619.csv,1.5450187488690073,109
1622,[2008. 5. 13. 23. 59. 26.015],24,B0007,390,1623,01623.csv,1.5445940154102908,110
1626,[2008. 5. 14. 4. 55. 57.453],24,B0007,394,1627,01627.csv,1.5343086721758876,111
1630,[2008. 5. 14. 9. 52. 22.062],24,B0007,398,1631,01631.csv,1.5287603942958483,112
1634,[2008. 5. 14. 14. 35. 22.515],24,B0007,402,1635,01635.csv,1.5289260249179843,113
1638,[2008. 5. 14. 19. 31. 39.390],24,B0007,406,1639,01639.csv,1.529091650133123,114
1642,[2008. 5. 15. 0. 27. 55.625],24,B0007,410,1643,01643.csv,1.5239059324661248,115
1646,[2008. 5. 15. 5. 24. 4.890],24,B0007,414,1647,01647.csv,1.5186675419100617,116
1650,[2008. 5. 15. 10. 20. 3.875],24,B0007,418,1651,01651.csv,1.5136482266426952,117
1654,[2008. 5. 15. 15. 10. 59.437],24,B0007,422,1655,01655.csv,1.5136050185229033,118
1658,[2008. 5. 15. 19. 56. 47.390],24,B0007,426,1659,01659.csv,1.5139470614867965,119
1662,[2008. 5. 16. 16. 54. 59.812],24,B0007,430,1663,01663.csv,1.5339599193158786,120
1664,[2008. 5. 16. 21. 37. 39.671],24,B0007,432,1665,01665.csv,1.5391372798653098,121
1668,[2008. 5. 17. 2. 32. 13.968],24,B0007,436,1669,01669.csv,1.5236247972838737,122
1672,[2008. 5. 17. 7. 25. 19.906],24,B0007,440,1673,01673.csv,1.5135813035589147,123
1676,[2008. 5. 17. 12. 21. 15.890],24,B0007,444,1677,01677.csv,1.5077850749847914,124
1680,[2008. 5. 17. 17. 15. 37.281],24,B0007,448,1681,01681.csv,1.5031960676037333,125
1684,[2008. 5. 17. 22. 10. 51.218],24,B0007,452,1685,01685.csv,1.497822059699588,126
1688,[2008. 5. 18. 3. 5. 19.265],24,B0007,456,1689,01689.csv,1.492848534633516,127
1692,[2008. 5. 18. 8. 0. 50.421],24,B0007,460,1693,01693.csv,1.492414389867026,128
1696,[2008. 5. 18. 12. 44. 48.437],24,B0007,464,1697,01697.csv,1.487482776538081,129
1700,[2008. 5. 18. 17. 36. 29.734],24,B0007,468,1701,01701.csv,1.482535148640411,130
1704,[2008. 5. 18. 22. 31. 45.515],24,B0007,472,1705,01705.csv,1.4827874322228984,131
1708,[2008. 5. 19. 3. 27. 7.765],24,B0007,476,1709,01709.csv,1.476971179775059,132
1712,[2008. 5. 19. 15. 34. 33.625],24,B0007,480,1713,01713.csv,1.4819015554137276,133
1714,[2008. 5. 19. 20. 59. 48.437],24,B0007,482,1715,01715.csv,1.4981366198874824,134
1716,[2008. 5. 20. 1. 16. 42.609],24,B0007,484,1717,01717.csv,1.4820775214392872,135
1720,[2008. 5. 20. 6. 12. 6.265],24,B0007,488,1721,01721.csv,1.4771155312812152,136
1724,[2008. 5. 20. 11. 7. 23.453],24,B0007,492,1725,01725.csv,1.4720772783056488,137
1728,[2008. 5. 20. 15. 57. 27.312],24,B0007,496,1729,01729.csv,1.472248013656454,138
1732,[2008. 5. 20. 20. 50. 39.015],24,B0007,500,1733,01733.csv,1.4670106672274663,139
1736,[2008. 5. 21. 1. 39. 38.968],24,B0007,504,1737,01737.csv,1.461767249533538,140
1740,[2008. 5. 21. 6. 24. 27.281],24,B0007,508,1741,01741.csv,1.4566952670489708,141
1744,[2008. 5. 21. 11. 18. 6.015],24,B0007,512,1745,01745.csv,1.451354972758956,142
1748,[2008. 5. 21. 16. 10. 21.203],24,B0007,516,1749,01749.csv,1.451615926257375,143
1752,[2008. 5. 21. 21. 2. 9.781],24,B0007,520,1753,01753.csv,1.4468161332173683,144
1756,[2008. 5. 22. 1. 42. 59.218],24,B0007,524,1757,01757.csv,1.4467570607768785,145
1760,[2008. 5. 22. 6. 32. 40.921],24,B0007,528,1761,01761.csv,1.4413797481446793,146
1764,[2008. 5. 22. 11. 23. 22.187],24,B0007,532,1765,01765.csv,1.4362456252208178,147
1768,[2008. 5. 22. 16. 17. 58.890],24,B0007,536,1769,01769.csv,1.4368154153924828,148
1772,[2008. 5. 22. 20. 59. 50.203],24,B0007,540,1773,01773.csv,1.4362945145860049,149
1776,[2008. 5. 23. 12. 13. 16.359],24,B0007,544,1777,01777.csv,1.4418575315878015,150
1779,[2008. 5. 23. 20. 14. 29.875],24,B0007,547,1780,01780.csv,1.4672063484781797,151
1783,[2008. 5. 24. 1. 9. 21.562],24,B0007,551,1784,01784.csv,1.4518640367848883,152
1787,[2008. 5. 24. 6. 0. 20.156],24,B0007,555,1788,01788.csv,1.44713797527485,153
1791,[2008. 5. 24. 10. 42. 50.484],24,B0007,559,1792,01792.csv,1.441790586562399,154
1795,[2008. 5. 24. 15. 31. 10.593],24,B0007,563,1796,01796.csv,1.431630947911111,155
1799,[2008. 5. 24. 20. 21. 13.437],24,B0007,567,1800,01800.csv,1.4318084249673686,156
1803,[2008. 5. 25. 1. 6. 49.828],24,B0007,571,1804,01804.csv,1.4262562585106868,157
1807,[2008. 5. 25. 5. 57. 17.890],24,B0007,575,1808,01808.csv,1.4260877528924911,158
1811,[2008. 5. 25. 10. 51. 37.015],24,B0007,579,1812,01812.csv,1.4212633510031694,159
1815,[2008. 5. 25. 15. 37. 8.890],24,B0007,583,1816,01816.csv,1.4163272748795108,160
1819,[2008. 5. 25. 20. 23. 4.453],24,B0007,587,1820,01820.csv,1.4165781829175994,161
1823,[2008. 5. 26. 1. 13. 2.796],24,B0007,591,1824,01824.csv,1.4108401729425175,162
1827,[2008. 5. 26. 6. 1. 8.171],24,B0007,595,1828,01828.csv,1.4109949628347804,163
1831,[2008. 5. 26. 10. 44. 38.468],24,B0007,599,1832,01832.csv,1.40617142903988,164
1835,[2008. 5. 26. 15. 30. 43.968],24,B0007,603,1836,01836.csv,1.4063358479692922,165
1839,[2008. 5. 26. 20. 21. 4.921],24,B0007,607,1840,01840.csv,1.4004552399066514,166
1843,[2008. 5. 27. 15. 52. 41.359],24,B0007,611,1844,01844.csv,1.4217865046055154,167
1845,[2008. 5. 27. 20. 45. 42.125],24,B0007,613,1846,01846.csv,1.4324552720625434,168
1850,[2008. 7. 7. 15. 15. 28.875],24,B0018,2,1851,01851.csv,1.8550045207910817,1
1854,[2008. 7. 7. 21. 53. 6.125],24,B0018,6,1855,01855.csv,1.8431955317089987,2
1858,[2008. 7. 8. 2. 56. 8.453],24,B0018,10,1859,01859.csv,1.8396018424355425,3
1862,[2008. 7. 8. 7. 58. 55.953],24,B0018,14,1863,01863.csv,1.8306736044962053,4
1865,[2008. 7. 8. 18. 57. 48.968],24,B0018,17,1866,01866.csv,1.8327002069419656,5
1867,[2008. 7. 8. 22. 57. 17.203],24,B0018,19,1868,01868.csv,1.8285288846046388,6
1869,[2008. 7. 9. 2. 56. 41.281],24,B0018,21,1870,01870.csv,1.8212011895697924,7
1871,[2008. 7. 9. 6. 55. 54.875],24,B0018,23,1872,01872.csv,1.815170010643328,8
1874,[2008. 7. 9. 11. 26. 41.906],24,B0018,26,1875,01875.csv,1.8042980520967649,9
1877,[2008. 7. 10. 16. 34. 39.859],24,B0018,29,1878,01878.csv,1.8231002302844224,10
1879,[2008. 7. 10. 20. 33. 58.031],24,B0018,31,1880,01880.csv,1.8121253520255491,11
1881,[2008. 7. 11. 0. 30. 25.484],24,B0018,33,1882,01882.csv,1.8046916382117768,12
1883,[2008. 7. 11. 4. 28. 49.531],24,B0018,35,1884,01884.csv,1.790844349786295,13
1886,[2008. 7. 11. 8. 59. 8.656],24,B0018,38,1887,01887.csv,1.783470722841926,14
1889,[2008. 7. 11. 14. 27. 5.640],24,B0018,41,1890,01890.csv,1.7809386125310702,15
1891,[2008. 7. 11. 18. 25. 27.593],24,B0018,43,1892,01892.csv,1.771209039672698,16
1893,[2008. 7. 11. 22. 22. 5.406],24,B0018,45,1894,01894.csv,1.7686303996707076,17
1895,[2008. 7. 12. 2. 18. 11.125],24,B0018,47,1896,01896.csv,1.7536304801917124,18
1898,[2008. 7. 12. 6. 45. 43.859],24,B0018,50,1899,01899.csv,1.7462197416415093,19
1901,[2008. 7. 12. 11. 15. 36.812],24,B0018,53,1902,01902.csv,1.7376647337053737,20
1903,[2008. 7. 12. 15. 13. 28.609],24,B0018,55,1904,01904.csv,1.7315166735475835,21
1905,[2008. 7. 12. 18. 52. 45.109],24,B0018,57,1906,01906.csv,1.7085949894470602,22
1907,[2008. 7. 12. 22. 50. 29.984],24,B0018,59,1908,01908.csv,1.711469957068211,23
1910,[2008. 7. 13. 3. 19. 5.703],24,B0018,62,1911,01911.csv,1.7075021373272627,24
1913,[2008. 7. 14. 13. 8. 20.500],24,B0018,65,1914,01914.csv,1.7492382064360228,25
1915,[2008. 7. 14. 17. 3. 45.625],24,B0018,67,1916,01916.csv,1.7327697147429957,26
1917,[2008. 7. 14. 20. 57. 32.609],24,B0018,69,1918,01918.csv,1.7222313328292376,27
1919,[2008. 7. 15. 0. 49. 58.484],24,B0018,71,1920,01920.csv,1.711846298984729,28
1922,[2008. 7. 15. 5. 14. 47.250],24,B0018,74,1923,01923.csv,1.699267835126687,29
1925,[2008. 7. 15. 9. 43. 28.937],24,B0018,77,1926,01926.csv,1.6940366439243106,30
1927,[2008. 7. 15. 13. 36. 47.890],24,B0018,79,1928,01928.csv,1.6819027078768087,31
1929,[2008. 7. 15. 17. 29. 47.765],24,B0018,81,1930,01930.csv,1.6769770618433686,32
1931,[2008. 7. 15. 21. 21. 30.390],24,B0018,83,1932,01932.csv,1.6655229306478936,33
1934,[2008. 7. 16. 1. 45. 13.390],24,B0018,86,1935,01935.csv,1.6571924575832084,34
1937,[2008. 7. 16. 6. 12. 34.390],24,B0018,89,1938,01938.csv,1.6482241555294048,35
1939,[2008. 7. 16. 10. 5. 40.718],24,B0018,91,1940,01940.csv,1.6387701497987262,36
1941,[2008. 7. 16. 13. 57. 42.468],24,B0018,93,1942,01942.csv,1.6276486907262062,37
1943,[2008. 7. 16. 17. 51. 36.078],24,B0018,95,1944,01944.csv,1.62215370227252,38
1946,[2008. 7. 16. 22. 13. 57.593],24,B0018,98,1947,01947.csv,1.6140066510467586,39
1949,[2008. 7. 18. 17. 28. 12.125],24,B0018,101,1950,01950.csv,1.6760516154424625,40
1951,[2008. 7. 18. 21. 19. 44.421],24,B0018,103,1952,01952.csv,1.649300642552199,41
